y_true,y_pred,proba_High,proba_Low,proba_Medium
High,High,0.5773678013989874,0.009345418611414984,0.4132867799895977
Medium,Medium,0.0388590047737789,0.17945263709458467,0.7816883581316365
High,High,0.9927531246721842,1.9483032727718264e-05,0.007227392295088045
High,High,0.9857876540042706,5.832075944089351e-05,0.014154025236288533
High,Medium,0.44593499848979085,0.009041672533497276,0.5450233289767119
High,High,0.98747725927353,2.3809279630621733e-05,0.012498931446839317
High,High,0.8688011109037496,0.0012544955600898783,0.12994439353616064
High,High,0.9877928107066246,6.310212645390299e-05,0.012144087166921386
High,High,0.999475336114435,4.643483516006702e-06,0.000520020402049166
Medium,Low,0.006871829699890705,0.5151151995545883,0.47801297074552085
High,High,0.9026941712087273,0.0004236408985262527,0.0968821878927465
Medium,Medium,0.2634685746712665,0.018333908339803646,0.7181975169889299
High,High,0.9953861241874017,1.816240400138157e-05,0.004595713408596819
Low,Medium,0.010392010982031949,0.36697823251613804,0.62262975650183
Medium,Low,8.342164692976091e-05,0.96988854159853,0.030028036754540032
Medium,Medium,0.005967983051600128,0.37740342341913946,0.6166285935292604
High,High,0.6191726545925823,0.003070406210488993,0.37775693919692876
Low,Medium,0.006079991842031313,0.4119107187077048,0.5820092894502639
High,High,0.9983263942335854,1.0873228498562464e-05,0.0016627325379160159
Medium,Low,0.0032141142678738625,0.6286625855751321,0.36812330015699407
High,High,0.9991594622491878,2.01341459812558e-06,0.0008385243362138698
High,High,0.9719612274553296,7.008619790371965e-05,0.027968686346766615
High,High,0.9866475110080613,4.3577668021353315e-05,0.013308911323917393
High,High,0.9980474029730514,1.2862189546519234e-05,0.0019397348374019414
Low,Low,2.124886491224643e-05,0.9848501138555836,0.015128637279504073
High,High,0.9993379672286978,4.3881885582689744e-06,0.0006576445827436965
High,High,0.948589949955017,0.00025839363106668154,0.0511516564139162
Medium,Medium,0.05049243838014046,0.13059683823109844,0.8189107233887611
High,High,0.9999008554841049,1.3898478479567314e-06,9.775466804699218e-05
High,High,0.9430126584510446,0.00039764127174476976,0.056589700277210477
High,High,0.9850153273104837,0.00014205725851301968,0.014842615431003183
High,High,0.9996389632327843,2.230156556937212e-06,0.0003588066106587924
Medium,Low,0.0012954725782944026,0.8074563800147921,0.1912481474069136
High,High,0.9586576807309607,0.0001959670556018905,0.04114635221343728
Medium,Medium,0.060267688976918796,0.10228089918721266,0.8374514118358686
High,High,0.9979968513722927,2.356146617888674e-05,0.001979587161528381
High,High,0.9998370188052743,7.792103706298018e-07,0.0001622019843551111
Low,Low,0.0009431702820986773,0.8512682982941981,0.14778853142370305
High,High,0.9970644979788864,1.8807778395130383e-05,0.0029166942427183346
High,High,0.9930500696408094,0.00010142995803306767,0.006848500401157288
High,High,0.9994084602885845,3.809814970133584e-06,0.0005877298964453068
Medium,Medium,0.2285239786509335,0.06919827684662895,0.7022777445024375
High,High,0.9990382122897667,7.079666806256047e-06,0.0009547080434269143
High,High,0.9825617791530659,0.00018320858050153096,0.01725501226643285
Low,Low,0.0001901081411912056,0.9533500631603974,0.04645982869841145
High,High,0.979488829578935,0.0001247777240199946,0.020386392697044984
High,High,0.9999523833457449,1.8466686166679232e-07,4.7431987393495194e-05
Medium,Medium,0.061913566653421785,0.050460581739599344,0.8876258516069788
High,High,0.9698594477903857,0.0001084214668753151,0.030032130742738843
Medium,High,0.7815641575004953,0.0008040346779560626,0.21763180782154867
Medium,Medium,0.03670231777945822,0.11738032458097743,0.8459173576395642
High,High,0.9995206584982281,1.5351789249651768e-06,0.0004778063228469781
High,High,0.9986470645402504,6.080912729774799e-06,0.001346854547019729
High,High,0.9483808835303783,0.000380743241476777,0.05123837322814503
High,High,0.9997729676094392,3.927733901984236e-06,0.00022310465665882805
High,High,0.937473662593608,0.0002454399637496017,0.06228089744264219
Medium,Medium,0.014255224218252071,0.19776043453425296,0.7879843412474951
High,High,0.9927934808598983,8.921300176100572e-05,0.007117306138340763
High,High,0.6970220992813202,0.003768237744044676,0.29920966297463525
Medium,Medium,0.011155836554659545,0.1945248537881907,0.7943193096571498
Low,Low,0.0006257732744255561,0.901627520369263,0.09774670635631161
High,High,0.9563003543750215,0.00023111557903770382,0.04346853004594095
High,High,0.9992595764006117,1.0348119862545202e-05,0.0007300754795258258
Medium,Medium,0.01569436521830413,0.20265712435823022,0.7816485104234657
High,High,0.9999187793626843,4.586927186335523e-07,8.076194459713187e-05
High,High,0.8752447271024169,0.0007175211702865389,0.12403775172729661
High,High,0.9845942174374477,5.0183144882023815e-05,0.015355599417670349
High,High,0.9526293545744153,0.0001390752203267224,0.047231570205257895
High,High,0.7734612167282028,0.003132408496754959,0.22340637477504216
Medium,Medium,0.01898866580668453,0.17212205411845483,0.8088892800748607
High,High,0.9993445840767924,1.6586091799206124e-06,0.0006537573140276819
Low,Low,5.793182286814586e-06,0.9975132777559973,0.0024809290617158965
High,High,0.9991505923097614,4.601205967036086e-06,0.0008448064842714509
High,High,0.9707857641177415,0.00032815083419446956,0.02888608504806393
High,High,0.9620256499296468,0.00046233298162492417,0.03751201708872827
Medium,Medium,0.019750022843769012,0.20475479033341426,0.7754951868228167
Low,Low,0.0008235835795502827,0.8971736156622262,0.10200280075822352
Medium,Medium,0.03490725585033621,0.0889192352585986,0.876173508891065
High,High,0.9999026076812818,8.016819394171548e-07,9.659063677879809e-05
High,High,0.9837660993375573,0.00010463417068480802,0.016129266491757867
Medium,Medium,0.04845435101943881,0.07481526349678452,0.8767303854837767
High,High,0.9939607030241798,3.3252001045464496e-05,0.0060060449747747005
Medium,Medium,0.05781054586694253,0.07971946369728068,0.8624699904357769
Medium,Medium,0.11644516619786192,0.0252285857011188,0.8583262481010192
Low,Low,0.0003059984046517348,0.9422960962088266,0.05739790538652181
High,High,0.9998421962451001,1.4062448806768415e-06,0.00015639751001929824
High,High,0.9963725472319738,2.2078134430413088e-05,0.0036053746335959302
High,High,0.9997808589622347,1.2391175895258521e-06,0.00021790192017578285
Low,Medium,0.00970035260779432,0.38425970530521886,0.6060399420869869
Low,Low,4.902119831297289e-05,0.985207602520979,0.014743376280708006
High,High,0.9269846387628329,0.00043693718954157453,0.07257842404762552
High,High,0.985592291279741,7.944021592026317e-05,0.014328268504338649
Medium,High,0.9008104252967811,0.0008420742550957801,0.09834750044812308
High,High,0.9909803671525268,2.6369195962462787e-05,0.00899326365151069
Low,Low,0.0006181680596713411,0.9242160497853839,0.07516578215494497
Low,Low,2.3033992236335855e-05,0.9882847837370611,0.01169218227070258
Low,Low,9.545648581140712e-05,0.9547166775463626,0.04518786596782595
High,High,0.9972174627877214,1.640727986460971e-05,0.002766129932413944
High,High,0.9999622323644303,4.4610352272855127e-07,3.732153204715251e-05
Medium,Medium,0.07049768892903278,0.060314144208346764,0.8691881668626206
Medium,Medium,0.15684281365814748,0.07311567197419847,0.770041514367654
High,High,0.9997652886256637,1.287968457280113e-06,0.0002334234058789129
Medium,Medium,0.042307642129041936,0.08732538959594552,0.8703669682750125
High,Medium,0.06506948638811816,0.07712282412213518,0.8578076894897467
High,Medium,0.43231761751333997,0.011615246016520754,0.5560671364701393
Low,Medium,0.012212375542538607,0.2952636924706722,0.6925239319867892
Medium,Medium,0.006501036262946964,0.3331664403395329,0.6603325233975201
High,High,0.9999518715767086,5.195675039185775e-07,4.760885578755007e-05
High,High,0.9953750576267975,3.554800606906854e-05,0.004589394367133469
Low,Low,0.0031449190253802378,0.6283504228564676,0.3685046581181521
Low,Medium,0.006970742329609036,0.3736533206593029,0.619375937011088
Medium,Medium,0.030160462034124275,0.131025409664413,0.8388141283014627
Low,Low,0.00033313834047461147,0.9342258271710988,0.0654410344884265
High,High,0.9934426020149492,2.971293695301143e-05,0.0065276850480978565
High,High,0.9986119416875497,9.634193214322528e-06,0.0013784241192360287
High,High,0.8139891746041137,0.0014295730206572025,0.18458125237522904
High,High,0.9754326162715761,0.00024105986590805496,0.02432632386251596
Low,Low,0.0006285875416932484,0.8539680202657082,0.14540339219259849
High,High,0.999706047498014,1.2939624780850388e-06,0.00029265853950797134
High,High,0.9935032687078764,2.869463707373418e-05,0.0064680366550497505
High,High,0.611365431198583,0.0026967720441608512,0.3859377967572561
Low,Medium,0.026318684631000143,0.17237166726997064,0.8013096480990292
Medium,Medium,0.00566082151425058,0.38989638383752223,0.6044427946482271
High,High,0.9428537584609077,0.0003603489430139606,0.05678589259607835
High,High,0.965394032156351,0.0002030533395118531,0.03440291450413704
Low,Low,0.008442728069515164,0.6343464476959031,0.3572108242345817
Medium,Medium,0.18724488862811425,0.09547344249768012,0.7172816688742056
High,High,0.9967835066919865,6.150944366019434e-05,0.003154983864353537
High,High,0.9080046609265838,0.0005795658420361214,0.09141577323138006
High,Medium,0.35315959208718833,0.004711245461064621,0.642129162451747
High,High,0.866362304152969,0.0007385097986472768,0.13289918604838363
Medium,Low,0.0005274221525513533,0.919061249167249,0.08041132868019975
Medium,Medium,0.07414996257950936,0.13044554289460553,0.7954044945258851
High,High,0.9620100716871935,0.00048544911544321986,0.03750447919736331
Low,Low,1.6949884234414534e-06,0.9994629647024605,0.0005353403091161253
High,High,0.9996534793626827,4.814481369295389e-06,0.0003417061559479997
High,High,0.997930816937709,7.373928033145257e-06,0.002061809134257725
High,Medium,0.10481715618741479,0.04486479182999721,0.850318051982588
High,High,0.9954215225166572,2.2118412509219678e-05,0.0045563590708335685
High,High,0.9982917535894329,5.085483683902545e-06,0.0017031609268832436
High,High,0.798604535535409,0.001040606042563204,0.20035485842202774
Medium,Medium,0.05639472507502239,0.062291168088968944,0.8813141068360087
High,High,0.9993670110321058,2.8517130800733367e-06,0.0006301372548141494
Medium,High,0.5506360884324295,0.00411120935232815,0.44525270221524244
Medium,Medium,0.036823235756590585,0.10797763347084247,0.8551991307725669
Low,Low,0.0005570296203032,0.9077270997635439,0.09171587061615301
High,High,0.9996266469925371,2.2227378822407944e-06,0.0003711302695807089
High,High,0.9989924860633846,2.062828918216996e-05,0.0009868856474333323
Low,Low,5.776538139977495e-05,0.9945175311356889,0.005424703482911267
Low,Low,0.00012750420238524945,0.9747049015876019,0.02516759421001273
High,High,0.9972025351617283,8.561932027337815e-06,0.0027889029062445323
High,High,0.9990994343203524,5.415040111139582e-06,0.0008951506395364914
Medium,High,0.6846068388879435,0.002792271005503772,0.31260089010655273
High,High,0.5147032211151105,0.005716903307629688,0.4795798755772598
Medium,Medium,0.0075188429678241155,0.2591976293804254,0.7332835276517504
High,High,0.9140963339355794,0.0004969395703024267,0.08540672649411801
High,High,0.9617046926296078,0.0001034802640217951,0.03819182710637035
High,High,0.9952231115982608,1.556147979671736e-05,0.004761326921942506
High,High,0.9998856219866061,4.625918760704973e-07,0.00011391542151776493
Low,Low,0.00012949817707071993,0.9694707917756055,0.03039971004732382
High,High,0.9959965327407494,2.132116786388029e-05,0.003982146091386716
Medium,Medium,0.03543716497808262,0.1342522067539869,0.8303106282679305
Medium,High,0.8556405755883217,0.0020601043972443022,0.1422993200144339
Medium,Medium,0.05976322219162826,0.11663761283851706,0.8235991649698546
Low,Low,0.00048556225169425933,0.9662455146320004,0.03326892311630542
High,High,0.9792315245109299,0.0001290704983287709,0.020639404990741277
High,High,0.8449374173473555,0.0028139439178794415,0.152248638734765
Low,Medium,0.004263141671222948,0.4639116644295053,0.5318251938992716
High,High,0.9999555924188038,5.935212626292693e-07,4.381405993348483e-05
High,High,0.9887078623830284,6.956769263173629e-05,0.01122256992433979
Low,Low,0.005421306153649688,0.55214076709836,0.44243792674799026
High,High,0.9963758190446232,6.45892976911182e-06,0.0036177220256077064
Low,Medium,0.014687371606487388,0.18381711543851947,0.8014955129549932
High,High,0.994370573327442,3.277028424889331e-05,0.005596656388309013
Medium,Low,0.006265889052612313,0.5500861237968213,0.44364798715056636
Medium,Medium,0.004437187644928335,0.4689961545544996,0.5265666578005721
Low,Low,0.00030086338676383223,0.9583390119034892,0.04136012470974689
High,High,0.9954779499683379,1.5267194992423966e-05,0.004506782836669726
Medium,Medium,0.24507138966636077,0.014857913256387346,0.7400706970772519
Medium,Medium,0.07091435379314369,0.045515290474384115,0.8835703557324721
High,High,0.9958417074712393,1.8633526838774496e-05,0.004139659001921995
High,High,0.994507175561223,5.772489131350935e-05,0.005435099547463566
Medium,Medium,0.1628190310560406,0.04872719541144635,0.788453773532513
High,High,0.9105264285662219,0.0006367947518725613,0.08883677668190552
Medium,High,0.6831784507037441,0.009445184022644318,0.3073763652736117
High,High,0.9996563944099042,1.1497120462388466e-06,0.0003424558780497392
High,High,0.9996999118777729,1.9845693582348505e-06,0.0002981035528688014
High,High,0.8309314908677599,0.0007786262351360843,0.1682898828971042
Low,Low,0.0002770740264314363,0.946068407950248,0.053654518023320635
Low,Low,6.507438169244211e-06,0.9994597329728379,0.0005337595889928167
Low,Low,7.702390356561856e-05,0.9764051273360802,0.023517848760354294
Low,Low,0.0006609092400719671,0.8034824638698506,0.19585662689007735
High,High,0.9766531403122173,0.00011667001201770838,0.02323018967576492
High,Medium,0.026656491482015033,0.17942940480613925,0.7939141037118457
High,Medium,0.13165224248770896,0.028249600885662602,0.8400981566266285
Medium,Medium,0.34938747745838966,0.011613289241294811,0.6389992333003155
Low,Low,0.0011669883820141043,0.7195093926871673,0.27932361893081864
High,High,0.9886919863412744,5.7835308719227995e-05,0.01125017835000623
High,High,0.9991907049075834,7.003865207782965e-06,0.0008022912272087624
Low,Medium,0.010922360636474983,0.2804430537302981,0.708634585633227
High,High,0.7766217736940568,0.0018764323690264176,0.22150179393691677
Medium,Medium,0.02266004411011556,0.15160476013438418,0.8257351957555004
High,High,0.9974366554814426,1.3647044217506191e-05,0.0025496974743398197
High,High,0.887427414756825,0.0005244745616621866,0.11204811068151285
Medium,Medium,0.06137271175756779,0.09268343775529088,0.8459438504871413
Medium,Medium,0.030606668126045528,0.1604947248535053,0.8088986070204492
Low,Low,7.99079787876151e-05,0.9834943570124692,0.016425735008743097
Medium,Low,0.0005699942114798179,0.9135721267328742,0.08585787905564599
Low,Low,0.0006965179750937024,0.8671582949980435,0.1321451870268626
High,High,0.9982387796623776,6.286524247536569e-06,0.0017549338133748264
Low,Low,0.0009873461209934887,0.902588588582209,0.09642406529679755
Low,Medium,0.010243430582673118,0.2717209286210555,0.7180356407962714
High,High,0.9971249126316718,7.667350781570443e-06,0.002867420017546701
High,High,0.9938378004148252,2.284600881014997e-05,0.006139353576364646
High,High,0.998736226110811,1.712476633371151e-05,0.001246649122855364
High,High,0.5563720738928405,0.006820659964608004,0.43680726614255155
High,High,0.8934322266545548,0.00021550682527511885,0.10635226652017
High,High,0.997624403601855,1.1351962994423045e-05,0.0023642444351507546
High,High,0.9987746558868194,1.5685696060544804e-05,0.0012096584171201533
Medium,Medium,0.10744509304298258,0.03605598599126939,0.856498920965748
Medium,Medium,0.011948068113233215,0.29859794123011824,0.6894539906566485
Low,Low,0.00044351085248252846,0.8802194920406482,0.11933699710686946
High,High,0.9956606681314849,2.6674408201488686e-05,0.004312657460313556
High,High,0.9960886654823113,1.4267218630337537e-05,0.003897067299058464
High,High,0.9925605440076545,7.953078144867613e-05,0.0073599252108968284
High,High,0.9821835968264336,0.00010269163370779987,0.017713711539858745
High,High,0.9996303446260423,1.0928546596052852e-06,0.00036856251929817424
Low,Low,0.000907917943794651,0.8999897528391304,0.09910232921707487
High,High,0.9971881988197155,6.645409571416711e-06,0.002805155770712914
Medium,Medium,0.019783408963540687,0.28111754933427296,0.6990990417021864
High,High,0.9939998682732922,3.1525701450520295e-05,0.005968606025257392
High,High,0.9983121333498844,1.2630322521634317e-05,0.0016752363275939913
High,High,0.9987750774232597,2.9503876584762532e-06,0.0012219721890816622
High,High,0.9595158167647899,6.92975193716699e-05,0.04041488571583845
Medium,Medium,0.18445528968536049,0.019536069197799003,0.7960086411168406
Medium,Medium,0.03738476412509221,0.07646310269926905,0.8861521331756388
High,High,0.9107951749804327,0.0006111921179851871,0.08859363290158204
Low,Low,0.00011286336907783333,0.9761426169279181,0.02374451970300394
High,High,0.9950750041736665,1.4247323304376739e-05,0.00491074850302933
High,High,0.9941692920804314,3.800657645895724e-05,0.0057927013431095156
Medium,Medium,0.11151455582910508,0.03181124263868172,0.8566742015322133
High,Medium,0.4312657006451445,0.0066684102378857715,0.5620658891169696
Low,Medium,0.013405234504954781,0.25480454413177406,0.7317902213632712
High,High,0.999831624356758,3.5210684547788804e-06,0.00016485457478726274
Medium,High,0.7725817600215292,0.001722221873669514,0.22569601810480122
High,High,0.8562375770539241,0.0012377345886875396,0.14252468835738832
Low,Low,0.0008161536285630116,0.8715947544705919,0.127589091900845
Medium,Medium,0.018254052991576508,0.30464782454452366,0.6770981224638998
High,High,0.9960712268682307,2.0261050592054886e-05,0.003908512081177438
Low,Low,0.00016329837376290608,0.988006810090661,0.011829891535575964
High,High,0.9732521779318608,0.00012229272273889618,0.026625529345400325
High,High,0.9996414228737521,2.937367072123891e-06,0.0003556397591757148
High,High,0.9983373125742074,1.0993609553926853e-05,0.0016516938162385712
Low,Low,8.866871037823822e-05,0.9675526530200754,0.03235867826954625
High,High,0.978546968804005,8.052653578362159e-05,0.021372504660211362
Low,Low,0.0004391400555041506,0.9411384776905171,0.058422382253978875
Medium,Low,0.001688691680207171,0.7887103712504838,0.20960093706930905
Low,Low,0.0021813872304117504,0.725607563965929,0.27221104880365926
Medium,Medium,0.3818462749444225,0.009576328342314224,0.6085773967132633
Medium,Medium,0.1336140592648266,0.029489122078783497,0.8368968186563899
High,High,0.9572585752345338,0.0003096284949435653,0.04243179627052264
High,High,0.9997091487916949,8.557214914062756e-07,0.00028999548681370765
High,High,0.9658447969211961,0.0001110663641444563,0.03404413671465963
High,High,0.9973871623907083,1.4944690273343158e-05,0.0025978929190184565
Medium,Medium,0.14875291951218605,0.0264385533187616,0.8248085271690524
High,High,0.7845683970390243,0.0012821427864980455,0.21414946017447778
